,ProbeID,GeneName,Approved symbol,GeneSymbol,Description,RefSeq,EntrezID
17036,A_24_P113131,benzodiazapine receptor (peripheral) associated protein 1,TSPOAP1,BZRAP1,"Homo sapiens benzodiazapine receptor (peripheral) associated protein 1 (BZRAP1), transcript variant 1, mRNA [NM_004758]",NM_004758,9256.0
17042,A_24_P169574,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide pseudogene",YWHAEP1,LOC649395,"Homo sapiens tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide pseudogene (LOC649395), non-coding RNA [NR_029404]",NR_029404,
17061,A_32_P110655,long intergenic non-protein coding RNA 633,ETDB,LINC00633,"Homo sapiens long intergenic non-protein coding RNA 633 (LINC00633), long non-coding RNA [NR_033941]",NR_033941,100129515.0
17123,A_24_P101629,"family with sequence similarity 127, member B",RTL8A,FAM127B,"Homo sapiens family with sequence similarity 127, member B (FAM127B), transcript variant 1, mRNA [NM_001078172]",NM_001078172,26071.0
17126,A_24_P481375,uncharacterized LOC100131564,CCDC18-AS1,LOC100131564,"Homo sapiens uncharacterized LOC100131564 (LOC100131564), long non-coding RNA [NR_034089]",NR_034089,100131564.0
17133,A_33_P3255314,uncharacterized LOC400533,LINC02167,FLJ26245,"Homo sapiens uncharacterized LOC400533 (FLJ26245), long non-coding RNA [NR_033985]",NR_033985,400533.0
17164,A_33_P3266739,uncharacterized LOC401492,LINC01235,FLJ41200,"Homo sapiens uncharacterized LOC401492 (FLJ41200), long non-coding RNA [NR_033863]",NR_033863,
17173,A_33_P3321871,uncharacterized LOC399923,ACTE1P,FLJ42102,"Homo sapiens uncharacterized LOC399923 (FLJ42102), long non-coding RNA [NR_038862]",NR_038862,399923.0
17182,A_24_P49220,RPL34 antisense RNA 1 (head to head),RPL34-DT,RPL34-AS1,"Homo sapiens RPL34 antisense RNA 1 (head to head) (RPL34-AS1), long non-coding RNA [NR_026968]",NR_026968,285456.0
20330,A_33_P3213006,keratin associated protein 1-4,KRTAP1-3,KRTAP1-4,"Homo sapiens keratin associated protein 1-4 (KRTAP1-4), mRNA [NM_001257305]",NM_030966,728255.0
17216,A_23_P393880,KIAA1244,ARFGEF3,KIAA1244,"Homo sapiens KIAA1244 (KIAA1244), mRNA [NM_020340]",NM_020340,57221.0
26540,A_33_P3387951,KIAA1244,ARFGEF3,KIAA1244,"Homo sapiens KIAA1244 (KIAA1244), mRNA [NM_020340]",NM_020340,57221.0
32214,A_33_P3246580,KIAA1244,ARFGEF3,KIAA1244,"Homo sapiens KIAA1244 (KIAA1244), mRNA [NM_020340]",NM_020340,57221.0
17340,A_24_P281872,chromosome X open reading frame 27,H2AP,CXorf27,"Homo sapiens chromosome X open reading frame 27 (CXorf27), mRNA [NM_012274]",NM_012274,25763.0
17350,A_24_P238257,chromosome 17 open reading frame 104,MEIOC,C17orf104,"Homo sapiens chromosome 17 open reading frame 104 (C17orf104), mRNA [NM_001145080]",NM_001145080,284071.0
19197,A_24_P940365,chromosome 17 open reading frame 104,MEIOC,C17orf104,"Homo sapiens chromosome 17 open reading frame 104 (C17orf104), mRNA [NM_001145080]",NM_001145080,284071.0
17356,A_23_P414352,chromosome 1 open reading frame 180,LINC01555,C1orf180,"Homo sapiens chromosome 1 open reading frame 180 (C1orf180), long non-coding RNA [NR_027379]",NR_027379,439927.0
17400,A_33_P3386062,uncharacterized LOC283585,LINC01148,LOC283585,"Homo sapiens uncharacterized LOC283585 (LOC283585), long non-coding RNA [NR_038445]",NR_038445,283585.0
17442,A_23_P256641,KCNE1-like,KCNE5,KCNE1L,"Homo sapiens KCNE1-like (KCNE1L), mRNA [NM_012282]",NM_012282,23630.0
17464,A_33_P3243214,chromosome 17 open reading frame 59,BORCS6,C17orf59,"Homo sapiens chromosome 17 open reading frame 59 (C17orf59), mRNA [NM_017622]",NM_017622,54785.0
33692,A_23_P152963,chromosome 17 open reading frame 59,BORCS6,C17orf59,"Homo sapiens chromosome 17 open reading frame 59 (C17orf59), mRNA [NM_017622]",NM_017622,54785.0
17486,A_33_P3220020,golgin A2 pseudogene,GOLGA2P9,LOC440518,"Homo sapiens golgin A2 pseudogene (LOC440518), non-coding RNA [NR_033899]",NR_033899,
17608,A_24_P41042,chromosome 12 open reading frame 52,RITA1,C12orf52,"Homo sapiens chromosome 12 open reading frame 52 (C12orf52), transcript variant 1, mRNA [NM_032848]",NM_032848,
31878,A_23_P87635,chromosome 12 open reading frame 52,RITA1,C12orf52,"Homo sapiens chromosome 12 open reading frame 52 (C12orf52), transcript variant 1, mRNA [NM_032848]",NM_032848,
17624,A_23_P402919,"family with sequence similarity 46, member D",TENT5D,FAM46D,"Homo sapiens family with sequence similarity 46, member D (FAM46D), transcript variant 2, mRNA [NM_152630]",NM_152630,169966.0
17648,A_23_P64232,zinc finger protein 259,ZPR1,ZNF259,"Homo sapiens zinc finger protein 259 (ZNF259), mRNA [NM_003904]",NM_003904,
17677,A_33_P3371425,"selenoprotein N, 1",SELENON,SEPN1,"Homo sapiens selenoprotein N, 1 (SEPN1), transcript variant 1, mRNA [NM_020451]",NM_020451,57190.0
30206,A_23_P370625,"selenoprotein N, 1",SELENON,SEPN1,"Homo sapiens selenoprotein N, 1 (SEPN1), transcript variant 1, mRNA [NM_020451]",NM_020451,57190.0
17682,A_23_P382488,leucine rich repeat containing 16B,CARMIL3,LRRC16B,"Homo sapiens leucine rich repeat containing 16B (LRRC16B), mRNA [NM_138360]",NM_138360,90668.0
17690,A_33_P3641714,chromosome 19 open reading frame 66,SHFL,C19orf66,"Homo sapiens chromosome 19 open reading frame 66 (C19orf66), mRNA [NM_018381]",NM_018381,55337.0
17701,A_24_P84396,KIAA1199,CEMIP,KIAA1199,"Homo sapiens KIAA1199 (KIAA1199), mRNA [NM_018689]",NM_018689,
25505,A_23_P324754,KIAA1199,CEMIP,KIAA1199,"Homo sapiens KIAA1199 (KIAA1199), mRNA [NM_018689]",NM_018689,
17805,A_24_P145019,uncharacterized LOC100129858,SCOC-AS1,LOC100129858,"Homo sapiens uncharacterized LOC100129858 (LOC100129858), long non-coding RNA [NR_033939]",NR_033939,100129858.0
17870,A_33_P3247489,chromosome 11 open reading frame 85,MAJIN,C11orf85,"Homo sapiens chromosome 11 open reading frame 85 (C11orf85), mRNA [NM_001037225]",NM_001037225,283129.0
17883,A_33_P3477521,uncharacterized LOC284080,PICART1,LOC284080,"Homo sapiens uncharacterized LOC284080 (LOC284080), long non-coding RNA [NR_038230]",NR_038230,284080.0
17890,A_33_P3289286,transmembrane protein 57,MACO1,TMEM57,"Homo sapiens transmembrane protein 57 (TMEM57), transcript variant 1, mRNA [NM_018202]",NM_018202,55219.0
24351,A_23_P170290,transmembrane protein 57,MACO1,TMEM57,"Homo sapiens transmembrane protein 57 (TMEM57), transcript variant 1, mRNA [NM_018202]",NM_018202,55219.0
17898,A_33_P3377851,paraneoplastic Ma antigen family-like 2,PNMA8B,PNMAL2,"Homo sapiens paraneoplastic Ma antigen family-like 2 (PNMAL2), mRNA [NM_020709]",NM_020709,57469.0
31689,A_33_P3328863,paraneoplastic Ma antigen family-like 2,PNMA8B,PNMAL2,"Homo sapiens paraneoplastic Ma antigen family-like 2 (PNMAL2), mRNA [NM_020709]",NM_020709,57469.0
17915,A_33_P3362409,SUGT1-1300002K09Rik pseudogene,SUGT1P4-STRA6LP,LOC100499484,"Homo sapiens SUGT1-1300002K09Rik pseudogene (LOC100499484), non-coding RNA [NR_036526]",NR_036526,100499484.0
17938,A_23_P73571,melanoma associated antigen (mutated) 1-like 1,PWWP3B,MUM1L1,"Homo sapiens melanoma associated antigen (mutated) 1-like 1 (MUM1L1), transcript variant 2, mRNA [NM_152423]",NM_152423,139221.0
17961,A_33_P3628409,DKFZp434H1419,LINC01963,PKI55,"Homo sapiens DKFZp434H1419 (PKI55), long non-coding RNA [NR_037701]",NR_037701,150967.0
17990,A_23_P42664,split hand/foot malformation (ectrodactyly) type 1,SEM1,SHFM1,"Homo sapiens split hand/foot malformation (ectrodactyly) type 1 (SHFM1), mRNA [NM_006304]",NM_006304,7979.0
17990,A_23_P42664,split hand/foot malformation (ectrodactyly) type 1,SEM1,SHFM1,"Homo sapiens split hand/foot malformation (ectrodactyly) type 1 (SHFM1), mRNA [NM_006304]",NM_006304,7979.0
18089,A_23_P316637,chromosome 20 open reading frame 166,MIR1-1HG,C20orf166,"Homo sapiens chromosome 20 open reading frame 166 (C20orf166), mRNA [NM_178463]",NM_178463,128826.0
18099,A_23_P434900,hematological and neurological expressed 1-like,JPT2,HN1L,"Homo sapiens hematological and neurological expressed 1-like (HN1L), mRNA [NM_144570]",NM_144570,90861.0
26978,A_33_P3335940,hematological and neurological expressed 1-like,JPT2,HN1L,"Homo sapiens hematological and neurological expressed 1-like (HN1L), mRNA [NM_144570]",NM_144570,90861.0
27277,A_33_P3335935,hematological and neurological expressed 1-like,JPT2,HN1L,"Homo sapiens hematological and neurological expressed 1-like (HN1L), mRNA [NM_144570]",NM_144570,90861.0
18147,A_24_P247026,"family with sequence similarity 154, member B",SAXO2,FAM154B,"Homo sapiens family with sequence similarity 154, member B (FAM154B), mRNA [NM_001008226]",NM_001008226,283726.0
33852,A_33_P3397733,"family with sequence similarity 154, member B",SAXO2,FAM154B,"Homo sapiens family with sequence similarity 154, member B (FAM154B), mRNA [NM_001008226]",NM_001008226,283726.0
18227,A_24_P223384,"histone cluster 1, H2ab",H2AC4,HIST1H2AB,"Homo sapiens histone cluster 1, H2ab (HIST1H2AB), mRNA [NM_003513]",NM_003513,8335.0
18247,A_23_P211167,chromosome 21 open reading frame 2,CFAP410,C21orf2,"Homo sapiens chromosome 21 open reading frame 2 (C21orf2), transcript variant 1, mRNA [NM_004928]",NM_004928,755.0
32926,A_33_P3240647,chromosome 21 open reading frame 2,CFAP410,C21orf2,"Homo sapiens chromosome 21 open reading frame 2 (C21orf2), transcript variant 3, mRNA [NM_001271441]",NM_004928,755.0
18287,A_23_P254863,serine/threonine-protein kinase NIM1,NIM1K,NIM1,"Homo sapiens serine/threonine-protein kinase NIM1 (NIM1), transcript variant 1, mRNA [NM_153361]",NM_153361,
18312,A_23_P259333,chromosome 6 open reading frame 203,MTRES1,C6orf203,"Homo sapiens chromosome 6 open reading frame 203 (C6orf203), transcript variant 1, mRNA [NM_016487]",NM_016487,51250.0
18373,A_33_P3337569,chromosome 4 open reading frame 40,PRR27,C4orf40,"Homo sapiens chromosome 4 open reading frame 40 (C4orf40), mRNA [NM_214711]",NM_214711,
28800,A_33_P3391039,chromosome 4 open reading frame 40,PRR27,C4orf40,"Homo sapiens chromosome 4 open reading frame 40 (C4orf40), mRNA [NM_214711]",NM_214711,
18389,A_23_P21560,"family with sequence similarity 49, member A",CYRIA,FAM49A,"Homo sapiens family with sequence similarity 49, member A (FAM49A), mRNA [NM_030797]",NM_030797,81553.0
18450,A_33_P3216282,uncharacterized LOC100132354,LINC01512,LOC100132354,"Homo sapiens uncharacterized LOC100132354 (LOC100132354), long non-coding RNA [NR_024478]",NR_024478,100132354.0
18451,A_32_P183918,"serpin peptidase inhibitor, clade B (ovalbumin), member 9 pseudogene",SERPINB9P1,MGC39372,"Homo sapiens serpin peptidase inhibitor, clade B (ovalbumin), member 9 pseudogene (MGC39372), non-coding RNA [NR_033851]",NR_033851,
18480,A_24_P841677,chromosome X open reading frame 23,BCLAF3,CXorf23,"Homo sapiens chromosome X open reading frame 23 (CXorf23), mRNA [NM_198279]",NM_198279,256643.0
33090,A_24_P487736,chromosome X open reading frame 23,BCLAF3,CXorf23,"Homo sapiens chromosome X open reading frame 23 (CXorf23), mRNA [NM_198279]",NM_198279,256643.0
18492,A_33_P3235841,"solute carrier family 22, member 20",SLC22A20P,SLC22A20,"Homo sapiens solute carrier family 22, member 20 (SLC22A20), transcript variant 2, non-coding RNA [NR_033396]",NR_033396,440044.0
18527,A_33_P3257020,uncharacterized LOC100131691,MZF1-AS1,LOC100131691,"Homo sapiens uncharacterized LOC100131691 (LOC100131691), long non-coding RNA [NR_027334]",NR_027334,100131691.0
18638,A_33_P3244194,"protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b",HACD2,PTPLB,"Homo sapiens protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b (PTPLB), mRNA [NM_198402]",NM_198402,201562.0
18755,A_33_P3393098,chromosome 7 open reading frame 72,SPATA48,C7orf72,"Homo sapiens chromosome 7 open reading frame 72 (C7orf72), mRNA [NM_001161834]",NM_001161834,100130988.0
28781,A_33_P3213508,chromosome 7 open reading frame 72,SPATA48,C7orf72,"Homo sapiens chromosome 7 open reading frame 72 (C7orf72), mRNA [NM_001161834]",NM_001161834,100130988.0
18774,A_24_P229669,"golgin A8 family, member I",GOLGA8IP,GOLGA8I,"Homo sapiens golgin A8 family, member I (GOLGA8I), non-coding RNA [NR_024074]",NR_024074,283796.0
18794,A_33_P3294645,dual specificity phosphatase 27 (putative),STYXL2,DUSP27,"Homo sapiens dual specificity phosphatase 27 (putative) (DUSP27), mRNA [NM_001080426]",NM_001080426,92235.0
18796,A_23_P46275,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1",ATP5PB,ATP5F1,"Homo sapiens ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1 (ATP5F1), mRNA [NM_001688]",NM_001688,515.0
18813,A_33_P3781094,chromosome 21 open reading frame 37,LINC01549,C21orf37,"Homo sapiens chromosome 21 open reading frame 37 (C21orf37), transcript variant 1, long non-coding RNA [NR_037585]",NR_037585,100505929.0
18843,A_33_P3329028,"aldo-keto reductase family 1, member C-like 1",AKR1C8P,AKR1CL1,"Homo sapiens aldo-keto reductase family 1, member C-like 1 (AKR1CL1), non-coding RNA [NR_027916]",NR_027916,340811.0
18849,A_33_P3229239,"histone cluster 2, H2bf",H2BC18,HIST2H2BF,"histone cluster 2, H2bf [Source:HGNC Symbol;Acc:24700] [ENST00000369167]",NM_001024599,440689.0
28678,A_33_P3229241,"histone cluster 2, H2bf",H2BC18,HIST2H2BF,"PREDICTED: Homo sapiens histone cluster 2, H2bf (HIST2H2BF), transcript variant X2, mRNA [XM_005277398]",NM_001024599,440689.0
18853,A_23_P381017,Williams Beuren syndrome chromosome region 27,METTL27,WBSCR27,"Homo sapiens Williams Beuren syndrome chromosome region 27 (WBSCR27), mRNA [NM_152559]",NM_152559,155368.0
18878,A_33_P3738799,uncharacterized LOC340074,SLC25A48-AS1,LOC340074,"Homo sapiens uncharacterized LOC340074 (LOC340074), long non-coding RNA [NR_027127]",NR_027127,340074.0
18894,A_32_P453321,chromosome 1 open reading frame 228,ARMH1,C1orf228,"Homo sapiens chromosome 1 open reading frame 228 (C1orf228), mRNA [NM_001145636]",NM_001145636,339541.0
18921,A_33_P3222362,uncharacterized LOC729950,LINC01915,LOC729950,"Homo sapiens uncharacterized LOC729950 (LOC729950), long non-coding RNA [NR_040033]",NR_040033,729950.0
18935,A_24_P233786,"family with sequence similarity 129, member A",NIBAN1,FAM129A,"Homo sapiens family with sequence similarity 129, member A (FAM129A), mRNA [NM_052966]",NM_052966,116496.0
18951,A_23_P133814,"histone cluster 1, H3c",H3C3,HIST1H3C,"Homo sapiens histone cluster 1, H3c (HIST1H3C), mRNA [NM_003531]",NM_003531,8352.0
18954,A_33_P3267482,mixed lineage kinase 4,MAP3K21,KIAA1804,"Homo sapiens mixed lineage kinase 4 (KIAA1804), mRNA [NM_032435]",NM_032435,84451.0
19017,A_23_P305140,chromosome 10 open reading frame 32,BORCS7,C10orf32,"Homo sapiens chromosome 10 open reading frame 32 (C10orf32), transcript variant 2, mRNA [NM_144591]",NM_144591,119032.0
19044,A_33_P3833256,uncharacterized LOC440028,LINC02709,LOC440028,"Homo sapiens uncharacterized LOC440028 (LOC440028), long non-coding RNA [NR_033972]",NR_033972,440028.0
19102,A_32_P327679,uncharacterized LOC26070,MYRF-AS1,DKFZP434K028,"Homo sapiens uncharacterized LOC26070 (DKFZP434K028), long non-coding RNA [NR_026882]",NR_026882,26070.0
19119,A_23_P86900,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1",B4GAT1,B3GNT1,"Homo sapiens UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1 (B3GNT1), mRNA [NM_006876]",NM_006876,11041.0
19121,A_32_P174908,wings apart-like homolog (Drosophila),WAPL,WAPAL,"Homo sapiens wings apart-like homolog (Drosophila) (WAPAL), mRNA [NM_015045]",NM_015045,23063.0
28325,A_23_P342185,wings apart-like homolog (Drosophila),WAPL,WAPAL,"Homo sapiens wings apart-like homolog (Drosophila) (WAPAL), mRNA [NM_015045]",NM_015045,23063.0
19136,A_32_P84373,"family with sequence similarity 153, member B",FAM153A,FAM153B,"Homo sapiens family with sequence similarity 153, member B (FAM153B), mRNA [NM_001265615]",NM_173663,202134.0
19193,A_33_P3389689,leucine proline-enriched proteoglycan (leprecan) 1,P3H1,LEPRE1,"Homo sapiens leucine proline-enriched proteoglycan (leprecan) 1 (LEPRE1), transcript variant 1, mRNA [NM_022356]",NM_022356,64175.0
28620,A_23_P63038,leucine proline-enriched proteoglycan (leprecan) 1,P3H1,LEPRE1,"Homo sapiens leucine proline-enriched proteoglycan (leprecan) 1 (LEPRE1), transcript variant 1, mRNA [NM_022356]",NM_022356,64175.0
19295,A_23_P164814,chromosome 19 open reading frame 57,BRME1,C19orf57,"Homo sapiens chromosome 19 open reading frame 57 (C19orf57), mRNA [NM_024323]",NM_024323,79173.0
19305,A_33_P3256793,KIAA1324,ELAPOR1,KIAA1324,"Homo sapiens KIAA1324 (KIAA1324), transcript variant 1, mRNA [NM_020775]",NM_020775,57535.0
31489,A_33_P3265222,KIAA1324,ELAPOR1,KIAA1324,"Homo sapiens KIAA1324 (KIAA1324), transcript variant 1, mRNA [NM_020775]",NM_020775,57535.0
19319,A_23_P83351,"deafness, autosomal recessive 31",WHRN,DFNB31,"Homo sapiens deafness, autosomal recessive 31 (DFNB31), transcript variant 1, mRNA [NM_015404]",NM_015404,25861.0
19350,A_23_P324419,chromosome 2 open reading frame 57,TEX44,C2orf57,"Homo sapiens chromosome 2 open reading frame 57 (C2orf57), mRNA [NM_152614]",NM_152614,165100.0
19419,A_33_P3414113,fatty acid amide hydrolase pseudogene,FAAHP1,LOC729041,"Homo sapiens fatty acid amide hydrolase pseudogene (LOC729041), non-coding RNA [NR_045483]",NR_045483,729041.0
19433,A_32_P51848,"family with sequence similarity 105, member A",OTULINL,FAM105A,"Homo sapiens family with sequence similarity 105, member A (FAM105A), mRNA [NM_019018]",NM_019018,54491.0
20560,A_23_P133438,"family with sequence similarity 105, member A",OTULINL,FAM105A,"Homo sapiens family with sequence similarity 105, member A (FAM105A), mRNA [NM_019018]",NM_019018,54491.0
19502,A_33_P3341891,hCG1654703,LINC01704,LOC646268,"Homo sapiens hCG1654703 (LOC646268), long non-coding RNA [NR_033946]",NR_033946,646268.0
19549,A_33_P3238543,MAFG antisense RNA 1 (head to head),MAFG-DT,MAFG-AS1,"Homo sapiens MAFG antisense RNA 1 (head to head) (MAFG-AS1), long non-coding RNA [NR_015454]",NR_015454,92659.0
29299,A_33_P3241325,MAFG antisense RNA 1 (head to head),MAFG-DT,MAFG-AS1,"Homo sapiens MAFG antisense RNA 1 (head to head) (MAFG-AS1), long non-coding RNA [NR_015454]",NR_015454,92659.0
19558,A_33_P3883985,lipase maturation factor 1,CEROX1,LMF1,"Homo sapiens lipase maturation factor 1 (LMF1), transcript variant 4, non-coding RNA [NR_036442]",NR_036442,64788.0
19605,A_23_P388871,"histone cluster 4, H4",H4-16,HIST4H4,"Homo sapiens histone cluster 4, H4 (HIST4H4), mRNA [NM_175054]",NM_175054,121504.0
19635,A_24_P127564,"sperm acrosome associated 6, pseudogene",SPACA6,SPACA6P,"Homo sapiens sperm acrosome associated 6, pseudogene (SPACA6P), long non-coding RNA [NR_024330]",NR_024330,147650.0
19645,A_32_P1173,Mab-21 domain containing 1,CGAS,MB21D1,"Homo sapiens Mab-21 domain containing 1 (MB21D1), mRNA [NM_138441]",NM_138441,115004.0
19664,A_32_P37360,lactation elevated 1,AFG1L,LACE1,"Homo sapiens lactation elevated 1 (LACE1), mRNA [NM_145315]",NM_145315,246269.0
19667,A_23_P20683,KIAA0020,PUM3,KIAA0020,"Homo sapiens KIAA0020 (KIAA0020), mRNA [NM_014878]",NM_014878,9933.0
19671,A_24_P384636,chromosome 19 open reading frame 43,TRIR,C19orf43,"Homo sapiens chromosome 19 open reading frame 43 (C19orf43), mRNA [NM_024038]",NM_024038,79002.0
19672,A_33_P3296707,"family with sequence similarity 127, member C",RTL8B,FAM127C,"Homo sapiens family with sequence similarity 127, member C (FAM127C), mRNA [NM_001078173]",NM_001078173,441518.0
19766,A_24_P359322,chromosome 21 open reading frame 49,C21orf62-AS1,C21orf49,"Homo sapiens chromosome 21 open reading frame 49 (C21orf49), transcript variant 1, long non-coding RNA [NR_024622]",NR_024622,54067.0
19832,A_33_P3345952,uncharacterized LOC100129213,SLC39A12-AS1,LOC100129213,"Homo sapiens uncharacterized LOC100129213 (LOC100129213), long non-coding RNA [NR_038419]",NR_038419,100129213.0
19855,A_33_P3318267,KIAA1984 antisense RNA 1,CCDC183-AS1,KIAA1984-AS1,"Homo sapiens KIAA1984 antisense RNA 1 (KIAA1984-AS1), long non-coding RNA [NR_024580]",NR_024580,
